,The name of the water supplier that the Division of Water Resources uses.,The name of the water supplier that the Division of Water Rights uses.,The name of the water supplier that the Division of Drinking Water uses.,The type of water supplier as defined by the EPA and the Division of Drinking Water.,A unique integer ID that the Division of Water Resources uses to join the suppliers to water use databases and to perform other queries,A unique integer ID that the Division of Water Rights uses to track water suppliers.,A unique string ID that the Division of Drinking Water uses to distinquish water suppliers in their databases,,,,,,,,,,,,,,,,,,
OBJECTID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
1181,ATI Titanium LLC,ATI Titanium LLC, ,NTNC,2678,11075, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11075, , ,Utah,Tooele,West Desert,00-04-00,Skull Valley,00-04-00a,Skull Valley,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.006609948,2.81E-06
1242,Robert D. and V. Denise Rogers,Robert D. and V. Denise Rogers, ,NTNC,2679,11076, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11076, , ,Utah,Millard,Sevier River,5/7/2000,Fillmore,05-07-00a,Fillmore,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.030136041,5.94E-05
666,North Village S.S.D.,North Village Special Service District,North Village SSD,C,2511,11078,UTAH26096,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078, , ,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe,1/11/2017 0:00,ADAMCLARK,10/16/2019 0:00,,0.209253347,0.001632473
627,International Uranium (White Mesa Mill),EFR Colorado Plateau LLC,White Mesa Mill,NTNC,931,11081,UTAH19025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11081, , ,Utah,San Juan,Southeast Colorado River,9/3/2003,Blanding,09-03-03a,Blanding,2010,DWRe,11/25/2016 0:00,ADAMCLARK,5/31/2017 0:00,,0.067702773,0.000266276
1197,EFR Colorado Plateau LLC,EFR Colorado Plateau LLC, ,NTNC,2680,11081, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11081, , ,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,09-01-05a,Cane Spring,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,,0.007782109,4.24E-06
1229,Miller Family Trust,Miller Family Trust, ,NTNC,2681,11085, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11085, , ,Utah,Sanpete,Utah Lake,4/1/2003,Soldier Summit,04-01-03a,Soldier Summit,0,DWRe,9/11/2019 0:00,ADAMCLARK,9/11/2019 0:00,,0.015982397,1.55E-05
648,Utah Energy Corp,Utah Energy Corporation, ,NTNC,2394,11089, ,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11089, , ,Utah,San Juan,West Colorado River,9/3/2002,Lake Powell,09-03-02a,Lake Powell WColo,2010,DWRe,11/29/2016 0:00,ADAMCLARK,5/3/2017 0:00,,0.004674447,1.13E-06
1201,"Enervest Energy Institutional Fund XIII-A, L.P.","Enervest Energy Institutional Fund XIII-A, L.P.", ,NTNC,2682,11093, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11093, , ,Utah,Carbon,Uintah,7/4/2002,Mini Maud,07-04-02a,Mini Maud,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,,0.008137727,3.76E-06
765,Pacificorp - Huntington PP,PacifiCorp (Huntington Power Plant),PacifiCorp Huntington Plant,NTNC,2447,11095,UTAH08034,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11095, , ,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,08-02-04a,Castle Dale,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,,0.041241273,0.000102128
1224,Josh & Lora Davis,Josh & Lora Davis, ,NTNC,2683,11113, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11113, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,,0.00253797,2.52E-07
987,Swan Creek Village,Swan Creek Village Homeowners Association,Swan Creek Village,C,777,11118,UTAH17027,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11118, , ,Utah,Rich,Bear River,1/1/2001,Bear Lake,01-01-01a,Bear Lake,2018,DWRe/Supplier,9/27/2017 0:00,ADAMCLARK,10/16/2019 0:00,,0.071847707,0.00014114
1043,Vista Grande,Vista Grande Estates HOA,Vista Grande,NC,760,11119,UTAH17006,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11119, , ,Utah,Rich,Bear River,1/1/2001,Bear Lake,01-01-01a,Bear Lake UT,0,DWRe,10/5/2017 0:00,ADAMCLARK,10/5/2017 0:00,,0.010211999,6.63E-06
872,Upper Whittemore Water Co.,Upper Whittemore Canyon Water Company,Upper Whittemore Water Co.,NC,1411,11121,UTAH25136,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11121, , ,Utah,Utah,Utah Lake,4/1/2005,Hobble Creek,04-01-05a,Hobble Creek,0,DWRe/Supplier,4/15/2020 0:00,ADAMCLARK,4/15/2020 0:00,,0.092240106,0.000409095
1222,"Holly Energy Partners-Operating, L.P.","Holly Energy Partners-Operating, L.P.", ,NTNC,2684,11122, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11122, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,,0.020157752,2.25E-05
27,Shadow Mountain Estates Subdivision,Shadow Mountain Estates Subdivision,Shadow Mountain Estates Subdivision,C,2302,11124,UTAH21050,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124, , ,Utah,Sevier,Sevier River,5/4/2002,Richfield,05-04-02a,Richfield,1996, ,,ADAMCLARK,5/31/2017 0:00,,0.040981771,6.04E-05
461,Lizard Bench Water Assoc.,Lizard Bench Water Association,Lizard Bench Water Assn.,C,2422,11124,UTAH21050,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124, , ,Utah,Sevier,Sevier River,5/4/2002,Richfield,05-04-02a,Richfield,2018,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/16/2019 0:00,,0.039508823,5.47E-05
1260,U.S. Department of Energy (San Juan County),U.S. Department of Energy (San Juan County), ,NTNC,2685,11128, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11128, , ,Utah,San Juan,Southeast Colorado River,9/3/2004,Monticello,09-03-04a,Monticello,0,DWRe,9/13/2019 0:00,ADAMCLARK,9/13/2019 0:00,,0.010952323,7.50E-06
1171,Allard Ranch Water Co.,Allard Ranch Water Co.,Allard Ranch Subdivision,NP,0,11132,UTAH11067,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11132, , ,Utah,Iron,Cedar/Beaver,6/2/2001,Parowan,06-02-01a,Parowan,0,DWRe/DWRi/Supplier,7/31/2019 0:00,ADAMCLARK,7/31/2019 0:00,,0.025876338,2.66E-05
488,North Valley Ranches Subdivision,North Valley Ranches Culinary Water Corporation,North Valley Ranches Sub,C,2505,11142,UTAH27086,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11142, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03b,Harmony Group,2018,DWRe/Supplier,5/5/2020 0:00,ADAMCLARK,5/5/2020 0:00,,0.110524292,0.00030566
339,Dutch John Town Water System,Daggett County/Dutch John Town Water System,Dutch John Town Water System,C,229,11144,UTAH05001,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11144, , ,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,2018, ,,ADAMCLARK,10/16/2019 0:00,,0.303835277,0.002671138
1182,"BCR Enterprises, LTD","BCR Enterprises, LTD", ,NTNC,2686,11148, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11148, , ,Utah,Juab,Utah Lake,4/1/2002,Nephi,04-01-02a,Nephi,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.006104267,2.32E-06
1183,Berry Petroleum Co.,Berry Petroleum Company, ,NTNC,2687,11151, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11151, , ,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.0037569,9.77E-07
1175,Mountain Springs Water Co.,Mountain Springs Water Company,Mountain Springs Water Co,C,1582,11153,UTAH27077,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11153, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03a,Kanarraville,2018,DWRe/Supplier,9/3/2019 0:00,ADAMCLARK,10/16/2019 0:00,,0.175171256,0.001255951
222,Sherwood Water Co.,Sherwood Water Company Inc.,Sherwood Water Company,C,674,11154,UTAH14021,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11154, , ,Utah,Millard,Sevier River,5/2/2004,Delta,05-02-04a,Delta,2011, ,,ADAMCLARK,5/31/2017 0:00,,0.036365908,3.91E-05
233,Lynndyl Town Water System,Lynndyl Town Water Company,Lynndyl Town Water System,C,663,11155,UTAH14008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11155, , ,Utah,Millard,Sevier River,5/2/2003,Fool Creek,05-02-03a,Fool Creek,2018,AGRC/DWRe,,ADAMCLARK,10/16/2019 0:00,,0.186342677,0.000911013
52,"Legacy Sweetwater, Inc.",Legacy Sweetwater Inc., ,NC,2417,11156, ,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11156, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,AGRC,3/17/2015 0:00,ADAMCLARK,5/5/2020 0:00,,0.174858538,0.00054939
475,Twin Oaks Local District,Twin Oaks Local District,Twin Oaks Local District,C,2418,11157,UTAH20014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11157, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,2018,AGRC,9/18/2015 0:00,ADAMCLARK,10/16/2019 0:00,,0.10942495,0.000350017
1243,San Juan County WCD (Blue Castle),San Juan County Water Conservancy District, ,NTNC,2688,11161, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11161, , ,Utah,San Juan,Southeast Colorado River,9/3/2004,Monticello,09-03-04a,Monticello,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.028584457,2.87E-05
1177,Amnor Energy Inc.                                          ,Amnor Energy Inc.                                          , ,NTNC,2689,11162, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11162, , ,Utah,Juab,Sevier River,5/2/2004,Delta,05-02-04a,Delta,2015,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.058168718,0.000162899
1179,"Bateman Land and Livestock, LLC                             ","Bateman Land and Livestock, LLC                             ", ,NTNC,2690,11168, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11168, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.029776051,4.15E-05
2,Mountain View SSD,Mountain View Special Service District,Mt. View Spec. Serv. Dist,C,533,11169,UTAH11037,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11169, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2018, ,,ADAMCLARK,10/16/2019 0:00,,0.029012639,4.78E-05
1190,CPB - EVA North Farm,CPB - EVA North Farm, ,NTNC,2691,11175, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11175, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.040751457,4.10E-05
1212,"GGA, LLC","GGA, LLC", ,NTNC,2692,11180, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11180, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,,0.014993354,8.90E-06
466,Pine Meadow Mutual Water,Pine Meadow Mutual Water Company,Pine Meadow Mutual Water,C,1135,11181,UTAH22079,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11181, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,2018,DWRe/Supplier,8/20/2018 0:00,ADAMCLARK,10/16/2019 0:00,,0.201318419,0.000593245
1217,Hacking Land and Livestock L.L.C.,Hacking Land and Livestock L.L.C., ,NTNC,2693,11183, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11183, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,,0.013732151,7.56E-06
1251,Staker & Parson Companies (Point South),Staker & Parson Companies (Point South), ,NTNC,2694,11185, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11185, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10a,American Fork,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.036336842,7.15E-05
1239,"Pinnacle Potash International, Ltd.","Pinnacle Potash International, Ltd.", ,NTNC,2695,11189, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11189, , ,Utah,Grand,West Colorado River,8/5/2002,Lower Green River,06-01-04a,Lower Green River,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.138495552,0.00124843
1004,Pine Mountain Mutual,Pine Mountain Mutual Water Company,Pine Mountain Mutual,NC,1083,11197,UTAH22014,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11197, , ,Utah,Summit,Weber River,2/1/2001,Oakley,02-01-01a,Oakley,0,DWRe,10/4/2017 0:00,ADAMCLARK,10/4/2017 0:00,,0.095173864,0.000158729
318,Wooden Shoe Water Co.,"Woodenshoe Water Company , Inc.",Wooden Shoe Water Company,C,1116,11202,UTAH22058,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11202, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,2018, ,,ADAMCLARK,10/16/2019 0:00,,0.050775258,0.000102271
1214,Granite Construction Co. Utah (Wells Pit) Box Elder,Granite Construction Company Utah (Wells Pit) Box Elder, ,NTNC,2696,11208, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11208, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,,0.031693538,4.90E-05
263,Fairfield Culinary Water System,Fairfield Town Culinary,Fairfield Culinary Water System,C,1302,11211,UTAH25011,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11211, , ,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,04-01-11a,Cedar Valley A,2018, ,,ADAMCLARK,10/16/2019 0:00,,0.428068988,0.00677214
1198,"Elberta Hay Farm (Saratoga Quarter Horses, LLC)","Elberta Hay Farm (Saratoga Quarter Horses, LLC)", ,NTNC,2697,11214, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11214, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10e,Goshen,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,,0.031768551,4.71E-05
1184,"Busch, John and Darla J.","Busch, John and Darla J.", ,NTNC,2698,11215, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11215, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.012097544,6.13E-06
1261,Utah Alunite Corporation,Utah Alunite Corporation, ,NTNC,2699,11217, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11217, , ,Utah,Beaver,Cedar/Beaver,5/8/2000,Sevier Lake,05-08-00a,Sevier Lake,0,DWRe,9/13/2019 0:00,ADAMCLARK,9/13/2019 0:00,,0.145430524,0.001526494
1186,"Canyon Fuel Company, LLC. - (SR-10 Storage Yard)","Canyon Fuel Company, LLC. - (SR-10 Storage Yard)", ,NTNC,2700,11218, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11218, , ,Utah,Sevier,West Colorado River,8/3/2003,Emery,08-03-03a,Emery,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.034439649,6.56E-05
1236,Paskett3p Farm,Paskett3p Farm, ,NTNC,2701,11219, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11219, , ,Utah,Summit,Weber River,2/1/2004,Echo,02-01-04a,Echo,0,DWRe,9/11/2019 0:00,ADAMCLARK,9/11/2019 0:00,,0.006002202,1.87E-06
1238,Pelican 88 Land Co. LP,Pelican 88 Land Company LP, ,NTNC,2702,11223, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11223, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.016828284,1.74E-05
1237,"Peak Minerals, Inc.","Peak Minerals, Inc.", ,NTNC,2703,11225, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11225, , ,Utah,Millard,Sevier River,5/2/2004,Delta,05-02-04a,Delta,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.131330613,0.001059785
1199,"Emerald Peak Minerals, LLC","Emerald Peak Minerals, LLC", ,NTNC,2704,11226, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11226, , ,Utah,Millard,Sevier River,5/8/2000,Sevier Lake,05-08-00a,Sevier Lake,0,DWRe,9/6/2019 0:00,ADAMCLARK,9/6/2019 0:00,,0.119759653,0.001040967
1189,Clifton Mining Company,Clifton Mining Company, ,NTNC,2705,11232, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11232, , ,Utah,Tooele,West Desert,00-02-02,South GSL Desert,00-02-02a,South GSL Desert,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.032921853,2.96E-05
1188,Central Valley Water Reclamation Facility,Central Valley Water Reclamation Facility, ,NTNC,2706,11233, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11233, , ,Utah,Utah,Utah Lake,4/1/2011,Cedar Valley,04-01-11a,Cedar Valley A,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.016058565,1.59E-05
1246,"Solomon Group Holdings, LLC","Solomon Group Holdings, LLC", ,NTNC,2707,11234, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11234, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.008765356,4.26E-06
1204,Four Star Ranch Inc.,Four Star Ranch Inc., ,NTNC,2708,11238, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11238, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/9/2019 0:00,ADAMCLARK,9/9/2019 0:00,,0.055716105,0.000155576
1223,Humboldt Inc.,Humboldt Inc., ,NTNC,2709,11240, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11240, , ,Utah,Uintah,Uintah,7/5/2001,White River,07-05-01a,White River,0,DWRe,9/10/2019 0:00,ADAMCLARK,9/10/2019 0:00,,0.022960154,2.81E-05
1180,"Batty, Kenneth Joe and Dianne C.","Batty, Kenneth Joe and Dianne C.", ,NTNC,2710,11241, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11241, , ,Utah,Uintah,Uintah,7/4/2001,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,9/4/2019 0:00,ADAMCLARK,9/4/2019 0:00,,0.013381709,6.00E-06
312,Salt Lake County Service Area No 3 - Snowbird,SL County Service Area No. 3 - Snowbird,SL County Service Area No 3 - Snowbird,C,810,11244,UTAH18031,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11244, , ,Utah,Salt Lake,Jordan River,3/1/2007,Little Cottonwood Creek,03-01-07a,Little Cottonwood Creek,2018,AGRC/DWRe,,ADAMCLARK,10/16/2019 0:00,,0.143318916,0.00092517
1259,U.S. Department of Energy (Grand County),U.S. Department of Energy (Grand County), ,NTNC,2711,11245, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11245, , ,Utah,Grand,Southeast Colorado River,9/1/2002,Colorado River/Dead Horse,09-01-02a,Dead Horse,0,DWRe,9/13/2019 0:00,ADAMCLARK,9/13/2019 0:00,,0.052324211,0.000133074
1247,"Spurlino - (Kilgore) Mona, LLC","Spurlino - (Kilgore) Mona, LLC", ,NTNC,2712,11246, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11246, , ,Utah,Juab,Utah Lake,4/1/2002,Nephi,04-01-02a,Nephi,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/16/2019 0:00,,0.030528195,3.34E-05
1185,"Canyon Fuel Company, LLC. - (Juab Storage Yard)","Canyon Fuel Company, LLC. - (Juab Storage Yard)", ,NTNC,2713,11247, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11247, , ,Utah,Juab,Sevier River,5/2/2001,Levan,05-02-01a,Levan,0,DWRe,9/5/2019 0:00,ADAMCLARK,9/5/2019 0:00,,0.030169834,2.92E-05
288,North Fork SSD,North Fork Special Service District,North Fork SSD,C,1388,11250,UTAH25109,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11250, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10a,American Fork,2018,DWRe/Supplier,4/23/2020 0:00,ADAMCLARK,4/23/2020 0:00,,0.137957185,0.000381368
1256,"TalonCove Golf, LLC","TalonCove Golf, LLC", ,NTNC,2714,11259, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11259, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10b,Saratoga Springs,0,DWRe,9/12/2019 0:00,ADAMCLARK,9/12/2019 0:00,,0.067242469,0.000154223
668,Billy Bethers Water Supply,Billy Bethers Culinary Spring Corporation,Billy Bethers Water Supply,C,2512,11273,UTAH26004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273, , ,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe,1/11/2017 0:00,ADAMCLARK,10/16/2019 0:00,,0.072606335,0.000104907
326,Bridge Hollow Water Association,Bridge Hollow Water Association,Bridge Hollow Water Association,C,1167,11274,UTAH22117,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11274, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,2018,AGRC/DWRe,,ADAMCLARK,10/16/2019 0:00,,0.094508368,0.00054124
253,Bradford Acres Water Assoc.,Bradford Acres Water Association,Bradford Acres Water Association,C,1345,11275,UTAH25058,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11275, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10d,Spanish Fork,2018,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/16/2019 0:00,,0.026944033,3.05E-05
283,Canyon Meadows Mutual Water Co.,Canyon Meadows Mutual Water Company,Canyon Meadows Mutual Water Company,C,1496,11276,UTAH26069,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11276, , ,Utah,Wasatch,Utah Lake,4/1/2010,Utah Valley,04-01-10a,American Fork,2018,DWRe,,ADAMCLARK,10/16/2019 0:00,,0.026161044,4.82E-05
92,Central Culinary Water Co.,Central Culinary Water Company Inc.,Central Culinary Water Co,C,1523,11277,UTAH27002,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11277, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04c,Santa Clara C,2018,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/16/2019 0:00,,0.054111085,4.66E-05
