,WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
5406,,,LITTLE DRY GULCH CREEK,SPRINGS,Fresh,,
5407,,,SPENCER SPRING,WASTE WATER,Fresh,,
5408,,,MULKEY CREEK SPRING NO 4,BASIN CREEK,Fresh,,
5409,,,WHEETIP SPRING,UNNAMED STREAM,Fresh,,
5410,,,RYEGRASS SPRING,BEAR CREEK,Fresh,,
5411,,,UPPER WALTERS SPRING,UNNAMED STREAM,Fresh,,
5412,,,RANCH SPRING,LAKE CREEK,Fresh,,
5413,,,TIMBER SALE SPRING,RYE GRASS CREEK,Fresh,,
5414,,,AGENCY CREEK SPRING,UNNAMED STREAM,Fresh,,
5415,,,ALBERTSON SPRING,UNNAMED STREAM,Fresh,,
5416,,,ALLHANDS SPRING,UNNAMED STREAM,Fresh,,
5417,,,BALDY CREEK SPRING,BERG-GREEN GULCH CREEK,Fresh,,
5418,,,BIG DRY CANYON SPRING,YEARIAN CREEK,Fresh,,
5419,,,BIRD SPRING,UNNAMED STREAM,Fresh,,
5420,,,CHET ROWE SPRING,COW CREEK,Fresh,,
5421,,,CHAMBER SPRING,UNNAMED STREAM,Fresh,,
5422,,,BULLWHIP SPRING,UNNAMED STREAM,Fresh,,
5423,,,BURTON GULCH SPRING,FLUME CREEK,Fresh,,
5424,,,CABALLO SPRING,UNNAMED STREAM,Fresh,,
5425,,,CALL SPRING,CANYON CREEK,Fresh,,
5426,,,CROWLEY SPRING,UNNAMED STREAM,Fresh,,
5427,,,COORS SPRING,WHISKEY SPRING CREEK,Fresh,,
5428,,,CLEAR CREEK SPRING,BOHANNON CREEK,Fresh,,
5429,,,CLEARWATER SPRING,GEERTSON CREEK,Fresh,,
5430,,,WEST GINGER ALE SPRING,MULKEY CREEK,Fresh,,
5431,,,EAST GINGER ALE SPRING,UNNAMED STREAM,Fresh,,
5432,,,DECORA SPRING,CLEAR CREEK,Fresh,,
5433,,,DEAD DOE SPRING,BIG TIMBER CREEK,Fresh,,
5434,,,MILLENIUM SPRING,BASIN CREEK,Fresh,,
5435,,,LOUDY SPRING,LITTLE TIMBER CREEK,Fresh,,
5436,,,DAWSON SPRING,WIMPEY CREEK,Fresh,,
5437,,,DANIELS SPRING,HAYDEN CREEK,Fresh,,
5438,,,GOULD BASIN SPRING NO. 2,BIG TIMBER CREEK,Fresh,,
5439,,,MC DEVITT SPRING,SPRINGS,Fresh,,
5440,,,HODGES SPRING,SPRINGS,Fresh,,
5441,,,STRUGGLE GULCH CREEK,SPRINGS,Fresh,,
5442,,,MULKEY SLOUGH,SPRINGS,Fresh,,
5443,,,DEVILS CANYON CREEK,WIMPEY CREEK,Fresh,,
5444,,,SWANSON GULCH CREEK,SPRINGS,Fresh,,
5445,,,BOOMER CREEK,SPRINGS,Fresh,,
5446,,,BAKER SPRING,SPRINGS,Fresh,,
5447,,,COW ELK SPRING,SPRINGS,Fresh,,
5448,,,BULL CREEK SPRING,EIGHTEENMILE CREEK,Fresh,,
5449,,,IRISH BOY SPRINGS,SANDY CREEK,Fresh,,
5450,,,FRYING PAN BASIN SPRING,SPRINGS,Fresh,,
5451,,,HORSESHOE SPRING NO 2,SPRINGS,Fresh,,
5452,,,MOLLIE GULCH CREEK,SPRINGS,Fresh,,
5453,,,COLSON CREEK,WITHINGTON CREEK,Fresh,,
5454,,,JOHNSON GULCH CREEK,LITTLE EIGHTMILE CREEK,Fresh,,
5455,,,CARMEN SLOUGH,LITTLE EIGHTMILE CREEK,Fresh,,
5456,,,KIDS CREEK,BIG TIMBER CREEK,Fresh,,
5457,,,DAHLONEGA CREEK,SPRINGS,Fresh,,
5458,,,UPPER ALLISON SPRING,SPRINGS,Fresh,,
5459,,,UPPER DRY GULCH SPRING,LEMHI RIVER,Fresh,,
5460,,,ALLISON POND,LEE CREEK,Fresh,,
5461,,,DRY GULCH SPRING,LEMHI RIVER,Fresh,,
5462,,,UPPER JEEP TRAIL SPRING,LEMHI RIVER,Fresh,,
5463,,,PONY LAKE,GEERTSON CREEK,Fresh,,
5464,,,EAST INDIAN SPRING,HAYDEN CREEK,Fresh,,
5465,,,TIN CAN SPRING,ALLISON CREEK,Fresh,,
5466,,,BARE SPRING,COW CREEK,Fresh,,
5467,,,ROAD GULCH SPRING,UNNAMED STREAM,Fresh,,
5468,,,PRETTY GULCH SPRING,POISON CREEK,Fresh,,
5469,,,UPPER DUMMY CREEK SPRING,UNNAMED STREAM,Fresh,,
5470,,,BURNT GULCH SPRING,UNNAMED STREAMS,Fresh,,
5471,,,HUGHES CREEK RANGER STATION SPRING,HAT CREEK,Fresh,,
5472,,,BURNS SPRING NO 1,MC KIM CREEK,Fresh,,
5473,,,EAST KRILEY SPRING,WEST FORK SAGE CREEK,Fresh,,
5474,,,GRANITE FLAT SPRING,CARMEN CREEK,Fresh,,
5475,,,HEIFER PASTURE SPRING NO 2,CARMEN CREEK,Fresh,,
5476,,,HENRY CREEK SPRING,CARMEN CREEK,Fresh,,
5477,,,CHUTE GULCH SPRING,CARMEN CREEK,Fresh,,
5478,,,DEER CREEK SPRING NO 1,DAVIS CREEK,Fresh,,
5479,,,DIVIDE WAY SPRING,DAVIS CREEK,Fresh,,
5480,,,DUMP CREEK SPRING NO 1,CARMEN CREEK,Fresh,,
5481,,,ALDER SPRING,WILLIAMS CREEK,Fresh,,
5482,,,PERREAU MEADOW SPRING,WILLIAMS CREEK,Fresh,,
5483,,,QUEEN HILL SPRING,WILLIAMS CREEK,Fresh,,
5484,,,PORPHYRY PAN SPRING,WILLIAMS CREEK,Fresh,,
5485,,,SANDWICH SPRING,WILLIAMS CREEK,Fresh,,
5486,,,LOWER MC GOWAN SPRING,WILLIAMS CREEK,Fresh,,
5487,,,LOWER COTTONWOOD CREEK SPRING,ALLISON CREEK,Fresh,,
5488,,,LITTLE HULL SPRING,GROUND WATER,Fresh,,
5489,,,KRILEY GULCH SPRING,BIG MALLARD CREEK,Fresh,,
5490,,,UPPER COTTONWOOD CREEK SPRING,WARM SPRINGS CREEK,Fresh,,
5491,,,UPPER GROUSE SPRING,FRENCH CREEK,Fresh,,
5492,,,UPPER CABIN CREEK SPRING,SALMON RIVER,Fresh,,
5493,,,TRELOAR SPRING,UNNAMED STREAM,Fresh,,
5494,,,SOUTH GULCH SPRING NO 5,LAKE CREEK,Fresh,,
5495,,,WILLIAMS CREEK SPRING NO 1,UNNAMED STREAM,Fresh,,
5496,,,SOUTH GULCH SPRING NO 1,UNNAMED STREAM,Fresh,,
5497,,,SOUTH GULCH SPRING NO 2,WARREN CREEK,Fresh,,
5498,,,SOUTH GULCH SPRING NO 4,TRAIL CREEK,Fresh,,
5499,,,UPPER LICK CREEK SPRING,TRAIL CREEK,Fresh,,
5500,,,WICKHAM SPRING,SHORTS CREEK,Fresh,,
5501,,,COPPER BASIN SPRING,LAKE CREEK,Fresh,,
5502,,,MOYER BASIN SPRING,SPRINGS,Fresh,,
5503,,,PORPHYRY BASIN SPRING,LICK CREEK,Fresh,,
5504,,,LUCKY POINT SPRING,CASTLE CREEK,Fresh,,
5505,,,TILE SPRING,SPRING,Fresh,,
5506,,,POGOSSA SPRING,WASTE WATER,Fresh,,
5507,,,WILLIAMS BASIN SPRING,GOOSE CREEK,Fresh,,
5508,,,CUTOFF SPRING,GOOSE CREEK,Fresh,,
5509,,,UPPER BOUND SPRING,BIG CREEK,Fresh,,
5510,,,GOAT ROCK SPRING,WASTE WATER,Fresh,,
5511,,,TAYLOR BUTTE SPRING,DUCK LAKE,Fresh,,
5512,,,SHEEPHORN TUB SPRING,DISAPPOINTMENT LAKE,Fresh,,
5513,,,SHEEPHORN SPRING,BLACK LAKE,Fresh,,
5514,,,LOWER HENRY CREEK SPRING,BUCK LAKE,Fresh,,
5515,,,LOWER MOOSE SPRING,TWIN LAKES,Fresh,,
5516,,,UPPER KRILEY SPRING,LITTLE SALMON RIVER,Fresh,,
5517,,,GALLAGHER SPRING,LITTLE SALMON RIVER,Fresh,,
5518,,,GRINDSTONE SPRING,TRAIL CREEK,Fresh,,
5519,,,DRIFT SPRING,RATTLESNAKE CREEK,Fresh,,
5520,,,BURNT MOUNTAIN SPRING NO 1,UNNAMED STREAM,Fresh,,
5521,,,NORTH SHEEPHORN SPRING,SQUAW CREEK,Fresh,,
5522,,,WAT,ELK CREEK,Fresh,,
5523,,,WATSON PEAK SPRING NO 2,HAAS LAKE,Fresh,,
5524,,,WATSON PEAK SPRING NO 3,UNNAMED STREAM,Fresh,,
5525,,,LOWER MAGPIE SPRING,UNNAMED STREAM,Fresh,,
5526,,,TINCUP SPRING,UNNAMED STREAM,Fresh,,
5527,,,WEST GRIZZLY SPRING,UNNAMED STREAM,Fresh,,
5528,,,JAKIAH SLOUGH,UNNAMED DRAIN,Fresh,,
5529,,,POLLARD CANYON CREEK,UNNAMED STREAM,Fresh,,
5530,,,WAGONHAMMER CREEK,UNNAMED STREAM,Fresh,,
5531,,,HULL CREEK,BIG CREEK,Fresh,,
5532,,,NAPOLEON CREEK,BIG CREEK,Fresh,,
5533,,,SALMON DIVERSION DITCH,BIG CREEK,Fresh,,
5534,,,LOWER DUMMY CREEK SPRING,GOOSE CREEK,Fresh,,
5535,,,TENDOY SPRINGS,GOOSE CREEK,Fresh,,
5536,,,WALLACE LAKE,GOOSE CREEK,Fresh,,
5537,,,TWIN CREEK SPRING,GOOSE CREEK,Fresh,,
5538,,,WAGONHAMMER SPRING,SEAWELL CREEK,Fresh,,
5539,,,COUGAR POINT SPRING,SEAWELL CREEK,Fresh,,
5540,,,EBENEZER CREEK,SEAWELL CREEK,Fresh,,
5541,,,PERREAU CREEK SPRING,SPRINGS,Fresh,,
5542,,,BIG TOE SPRING,UNNAMED STREAM,Fresh,,
5543,,,NEAL SPRING,UNNAMED STREAMS,Fresh,,
5544,,,BADGER SPRING,SPRINGS,Fresh,,
5545,,,SLAVIN SPRING,SPRINGS,Fresh,,
5546,,,CAPPS SPRING NO 1,SPRINGS,Fresh,,
5547,,,MC DANIELS SPRING,UNNAMED STREAM,Fresh,,
5548,,,ELEVENMILE BASIN SPRING,UNNAMED STREAM,Fresh,,
5549,,,JAKOVAC SPRING,UNNAMED STREAM,Fresh,,
5550,,,RAINDROP SPRING,SALMON RIVER,Fresh,,
5551,,,RED GULCH SPRING,UNNAMED STREAM,Fresh,,
5552,,,DRNJEVIC SPRING,UNNAMED STREAM,Fresh,,
5553,,,KRILEY SPRING,UNNAMED STREAM,Fresh,,
5554,,,MC FARLAND SPRING NO 2,SALMON RIVER,Fresh,,
5555,,,SPELLMAN SPRING,DIVIDE CREEK,Fresh,,
5556,,,LOWER SPRING,UNNAMED STREAM,Fresh,,
5557,,,CORBETT SPRING,UNNAMED STREAM,Fresh,,
5558,,,CABIN CREEK SPRING NO 1,UNNAMED STREAM,Fresh,,
5559,,,COTTONWOOD SEEDING SPRING,SPRINGS,Fresh,,
5560,,,REX SPRING,MANHONEY CREEK,Fresh,,
5561,,,CABIN CREEK SPRING NO 2,SLICK EAR CREEK,Fresh,,
5562,,,BUTTERCUP SPRING,THORN CREEK,Fresh,,
5563,,,NORTH CABIN CREEK SPRING NO 1,UNNAMED STREAM,Fresh,,
5564,,,HUTCHINSON SPRING,SPRING,Fresh,,
5565,,,MERLES SPRING,WALL CREEK,Fresh,,
5566,,,YORK CREEK SPRING,SPRINGS,Fresh,,
5567,,,KING MOUNTAIN SPRING,WHITAKER CREEK,Fresh,,
5568,,,ROCKY BLUFF SPRING,QUEEN CREEK,Fresh,,
5569,,,ROCK CLIFF SPRING,IRISH CREEK,Fresh,,
5570,,,GINGER SPRINGS,UNNAMED STREAM,Fresh,,
5571,,,BADGER BASIN CREEK,LITTLE ELK CREEK,Fresh,,
5572,,,WADDINGTON CREEK,BIG ELK CREEK,Fresh,,
5573,,,IRON LAKE SPRING,UNNAMED STREAM,Fresh,,
5574,,,WALLACE LAKE SPRING,UNNAMED STREAM,Fresh,,
5575,,,DONNELLY CREEK,RED RIVER,Fresh,,
5576,,,GOLD STAR GULCH CREEK,LITTLE ELK CREEK,Fresh,,
5577,,,MC GUIRE SPRINGS,SPRING,Fresh,,
5578,,,CABIN CREEK PA SPRING,NEWSOME CREEK,Fresh,,
5579,,,CAMEL SPRING,MOOSE CREEK,Fresh,,
5580,,,BILLS CANYON SPRING NO 1,CLEARWATER RIVER,Fresh,,
5581,,,DUMP CREEK SPRING NO 2,LOST LAKE CREEK,Fresh,,
5582,,,DUTCHLER BASIN SPRING,LUND CREEK,Fresh,,
5583,,,IRON MOUNTAIN SPRING NO 1,TWIN SPRINGS CREEK,Fresh,,
5584,,,BEAR GULCH SPRING NO 1,SPRINGS,Fresh,,
5585,,,BEAVER GULCH SPRING,JIM FORD CREEK,Fresh,,
5586,,,BILLS CANYON SPRING NO 2,UNNAMED STREAM,Fresh,,
5587,,,MARLIN SPRING,UNNAMED STREAM,Fresh,,
5588,,,MOYER SLOPE SPRING,LOLO CREEK,Fresh,,
5589,,,OLD KRILEY SPRING,LOLO CREEK,Fresh,,
5590,,,PIPELINE SPRING,LOLO CREEK,Fresh,,
5591,,,ROSE GULCH SPRING NO 1,SPRINGS,Fresh,,
5592,,,ROSE GULCH SPRING NO 2,FLUME CREEK,Fresh,,
5593,,,PRAIRIE BASIN SPRING NO 20,UNNAMED STREAM,Fresh,,
5594,,,LOWER GROUSE SPRING,WHISKEY CREEK,Fresh,,
5595,,,LITTLE FOURTH OF JULY SPRING,SPRINGS,Fresh,,
5596,,,LICK CREEK SPRING,SPRINGS,Fresh,,
5597,,,IRON MOUNTAIN SPRING NO 2,SPRINGS,Fresh,,
5598,,,TORMAY SPRING,SPRINGS,Fresh,,
5599,,,TELEPHONE LINE SPRING,SPRINGS,Fresh,,
5600,,,WICKHAM CABIN SPRING,SPRINGS,Fresh,,
5601,,,SNAP SPRING,UNNAMED STREAM,Fresh,,
5602,,,UPPER MC GOWAN NO 2,SPRINGS,Fresh,,
5603,,,OWL CREEK HOT SPRINGS,SPRING,Fresh,,
5604,,,NORTH BASIN SPRING,MISSION CREEK,Fresh,,
5605,,,SAWLOG CREEK,SPRING,Fresh,,
5606,,,SAWLOG GULCH CREEK,ROCK CREEK,Fresh,,
5607,,,WEND CREEK SPRING,UNNAMED STREAM,Fresh,,
5608,,,KRILEY CREEK,UNNAMED STREAM,Fresh,,
5609,,,WIRE GULCH CREEK,BIG CANYON CREEK,Fresh,,
5610,,,WILLIAMS LAKE,UNNAMED STREAM,Fresh,,
5611,,,BUCKTAIL CREEK,COTTONWOOD CREEK,Fresh,,
5612,,,OHRT SPRING,BIG CANYON CREEK,Fresh,,
5613,,,PRAIRIE BASIN SPRING NO 14,FIVEMILE CREEK,Fresh,,
5614,,,PRAIRIE BASIN SPRING NO 9,SIXMILE CANYON CREEK,Fresh,,
5615,,,PRAIRIE BASIN SPRING NO 6,ROCK CREEK,Fresh,,
5616,,,PRAIRIE BASIN SPRING NO 3,UNNAMED STREAM,Fresh,,
5617,,,PRAIRIE BASIN SPRING NO 2,CAMP CREEK,Fresh,,
5618,,,PRAIRIE BASIN SPRING NO 1,UNNAMED STREAM,Fresh,,
5619,,,PRAIRIE BASIN SPRING NO 17,UNNAMED STREAM,Fresh,,
5620,,,PRAIRIE BASIN SPRING NO 5,CAPTAIN JOHN CREEK,Fresh,,
5621,,,PRAIRIE BASIN SPRING NO 4,LAWYER CREEK,Fresh,,
5622,,,PRAIRIE BASIN SPRING NO 12,UNNAMED STREAM,Fresh,,
5623,,,PRAIRIE BASIN SPRING NO 13,UNNAMED STREAM,Fresh,,
5624,,,PRAIRIE BASIN SPRING NO 11,CAVE GULCH CREEK,Fresh,,
5625,,,PRAIRIE BASIN SPRING NO 7,CORRAL CREEK,Fresh,,
5626,,,WILLIAMS BASIN 3 SPRING,UNNAMED STREAM,Fresh,,
5627,,,WILLIAMS BASIN 4 SPRING,UNNAMED STREAM,Fresh,,
5628,,,INDIAN TRAIL SPRING,UNNAMED STREAM,Fresh,,
5629,,,TWELVEMILE MEADOW SPRING,SPRINGS,Fresh,,
5630,,,STAGECOACH SPRING,SPRINGS,Fresh,,
5631,,,WILLIAMS BASIN 5 SPRING,SPRINGS,Fresh,,
5632,,,WILLIAMS BASIN 2 SPRING,SPRINGS,Fresh,,
5633,,,UPPER BOUNDARY SPRING,UNNAMED STREAM,Fresh,,
5634,,,DEER CREEK SPRING NO 2,MEADOW CREEK,Fresh,,
5635,,,SOUTH GULCH SPRING NO 3,LONG HOLLOW CREEK,Fresh,,
5636,,,HENRY CREEK FENCE SPRING,SPRINGS,Fresh,,
5637,,,BIRD CREEK SPRING,UNNAMED STREAMS,Fresh,,
5638,,,BIRD CREEK RIDGE SPRING,SPRINGS,Fresh,,
5639,,,BIG HILL SPRING,LONG HAUL CREEK,Fresh,,
5640,,,BEAR GULCH SPRING NO 2,UNNAMED STREAM,Fresh,,
5641,,,BURNT MOUNTAIN SPRING NO 2,SWEETWATER CREEK,Fresh,,
5642,,,FIRST BASIN SPRING NO 1,STOCKNEY CREEK,Fresh,,
5643,,,FIRST BASIN SPRING NO 2,SPRINGS,Fresh,,
5644,,,WATSON PEAK SPRING NO 1,SPRINGS,Fresh,,
5645,,,TIN CUP SPRINGS,SPRINGS,Fresh,,
5646,,,LITTLE MALLARD CREEK,SPRING,Fresh,,
5647,,,SECESH RIVER,GROUND WATER,Fresh,,
5648,,,BLUE MOON CREEK,UNNAMED STREAM,Fresh,,
5649,,,BARRY CREEK,LOUSE CREEK,Fresh,,
5650,,,TALC CREEK,POTLATCH RIVER,Fresh,,
5651,,,VULCAN HOT SPRINGS,SPRINGS,Fresh,,
5652,,,SOUTH RYE PATCH SPRING,GROUND WATER,Fresh,,
5653,,,DARLING HOT SPRING,GROUND WATER,Fresh,,
5654,,,BARTH HOT SPRING,GROUND WATER,Fresh,,
5655,,,RYE PATCH SPRING,GROUND WATER,Fresh,,
5656,,,KENNETH LAKE,GROUND WATER,Fresh,,
5657,,,BUTTS CREEK,GROUND WATER,Fresh,,
5658,,,RABBIT POINT SPRING,GROUND WATER,Fresh,,
5659,,,CROFOOT SPRING,SPRING,Fresh,,
5660,,,LOON SPRING,SPRING,Fresh,,
5661,,,KNAPP CREEK,JACK CREEK,Fresh,,
5662,,,WARM LAKE CREEK,ST JOE RIVER,Fresh,,
5663,,,SCRIBNER LAKE,CHARLEY CREEK,Fresh,,
5664,,,LOON LAKE,ROCHAT CREEK,Fresh,,
5665,,,LOWER TWIN LAKE,ALLENS GULCH CREEK,Fresh,,
5666,,,CALIFORNIA LAKE,UNNAMED STREAM,Fresh,,
5667,,,LEMHI CREEK,ALDER CREEK,Fresh,,
5668,,,SLAUGHTER CREEK,LITTLE CARPENTER CREEK,Fresh,,
5669,,,ARCTIC CREEK,ALDER CREEK,Fresh,,
5670,,,COLUMBIA CREEK,UNNAMED STREAM,Fresh,,
5671,,,CHIPMUNK CREEK,UNNAMED STREAM,Fresh,,
5672,,,LOGAN CREEK,ST MARIES RIVER,Fresh,,
5673,,,REEVES CREEK,DAVIS CREEK,Fresh,,
5674,,,PENNY SPRING,DAVIS CREEK,Fresh,,
5675,,,MOLLYS HOT SPRINGS,SANTA CREEK,Fresh,,
5676,,,ROBERTSON CREEK,UNNAMED STREAM,Fresh,,
5677,,,CRAGS SPRING,UNNAMED STREAMS,Fresh,,
5678,,,WHEAT CREEK SPRING,HANGMAN CREEK,Fresh,,
5679,,,BUCKHORN HOT SPRING,UNNAMED STREAM,Fresh,,
5680,,,PONDEROSA SPRING,UNNAMED STREAM,Fresh,,
5681,,,HORSE CREEK HOT SPRINGS,INDIAN CREEK,Fresh,,
5682,,,SWEET ANISE SPRING,MARTIN CREEK,Fresh,,
5683,,,MAYFIELD CREEK,UNNAMED STREAM,Fresh,,
5684,,,KNOX RANCH SPRING,UNNAMED STREAM,Fresh,,
5685,,,PEN BASIN SPRING,UNNAMED STREAM,Fresh,,
5686,,,CY SPRINGS,UNNAMED STREAM,Fresh,,
5687,,,COREY CREEK,LOLO CREEK,Fresh,,
5688,,,SPLETTS CREEK,SQUAW CREEK,Fresh,,
5689,,,PORPHYRY SPRING,UNNAMED STREAM,Fresh,,
5690,,,SOUTH FORK SALMON RIVER,SPRING,Fresh,,
5691,,,MONUMENTAL CREEK,POND,Fresh,,
5692,,,POLLY CREEK,UNNAMED STREAM,Fresh,,
5693,,,GRAVE SPRING,UNNAMED STREAM,Fresh,,
5694,,,ROUND VALLEY SPRING,UNNAMED STREAM,Fresh,,
5695,,,POTTIESHOLE SPRING,HAZENDORF GULCH,Fresh,,
5696,,,CAMPBELLS COW CAMP SPRING,UNNAMED STREAM,Fresh,,
5697,,,HAZARD HOT SPRING,UNNAMED STREAM,Fresh,,
5698,,,HANK SPRING,UNNAMED STREAM,Fresh,,
5699,,,BIG DAVE CREEK,GROUND WATER,Fresh,,
5700,,,MULLIN SPRING,UNNAMED STREAM,Fresh,,
5701,,,UPPER SLAUGHTER SPRING,GROUND WATER,Fresh,,
5702,,,NORTH POLLOCK SPRING,UNNAMED STREAM,Fresh,,
5703,,,BRUSH MOUNTAIN SPRING,UNNAMED STREAM,Fresh,,
5704,,,DRIVEWAY SPRING,UNNAMED STREAM,Fresh,,
5705,,,RANYHAN SPRING,EAGLE CREEK,Fresh,,
5706,,,DAVE SPRING,UNNAMED STREAM,Fresh,,
5707,,,WHITEBIRD SPRING,BLACK CREEK,Fresh,,
5708,,,AARON SPRING,UNNAMED STREAM,Fresh,,
5709,,,CORA SPRING,UNNAMED STREAM,Fresh,,
5710,,,EARTHQUAKE SPRING,BENEWAH CREEK,Fresh,,
5711,,,CASTLE SPRING,GROUND WATER,Fresh,,
5712,,,HEATHER LAKE,GROUND WATER,Fresh,,
5713,,,EDEN LAKE,BELLGROVE CREEK,Fresh,,
5714,,,MORIN LAKE,GROUND WATER,Fresh,,
5715,,,UPPER HAZARD LAKE,GROUND WATER,Fresh,,
5716,,,FORTY BUCK SPRING,GROUND WATER,Fresh,,
5717,,,WEST GRASSY MOUNTAIN LAKE,GROUND WATER,Fresh,,
5718,,,SMOKY SPRING,GROUND WATER,Fresh,,
5719,,,HITE SPRING,GROUND WATER,Fresh,,
5720,,,TONY SEYFREID SPRING,GROUND WATER,Fresh,,
5721,,,JORGIE SPRING,SPRINGS,Fresh,,
5722,,,RAINBOW LAKE,GROUND WATER,Fresh,,
5723,,,LITTLE JOE LAKE,GROUND WATER,Fresh,,
5724,,,ELK LAKE,GROUND WATER,Fresh,,
5725,,,GRASS MOUNTAIN LAKES,GROUND WATER,Fresh,,
5726,,,CANNONBALL POND,GROUND WATER,Fresh,,
5727,,,LAKE FORK CREEK,GROUND WATER,Fresh,,
5728,,,CAMPBELL SWAMP,GROUND WATER,Fresh,,
5729,,,RODGER SPRING,GROUND WATER,Fresh,,
5730,,,CRYSTAL LAKE,POIRIER CREEK,Fresh,,
5731,,,DOG LAKE,LEWELLEN CREEK,Fresh,,
5732,,,MIRROR LAKE,HOODOO CREEK,Fresh,,
5733,,,RUTH LAKE,UNNAMED STREAM,Fresh,,
5734,,,UPPER CANNON LAKE,SPRING,Fresh,,
5735,,,MC GLIMMERE CREEK,LAKE PEND OREILLE,Fresh,,
5736,,,SATER CREEK,SPRING,Fresh,,
5737,,,NORTH BRUNDAGE SPRING,DERR CREEK,Fresh,,
5738,,,SOUTH BRUNDAGE SPRING,LAKE PEND OREILLE,Fresh,,
5739,,,BALLY MT SPRING,UNNAMED STREAM,Fresh,,
5740,,,CHAIN SPRING,HOODOO CREEK,Fresh,,
5741,,,MORRISON RIDGE SPRING,SNOW CREEK,Fresh,,
5742,,,HOWARD SPRING,FOX CREEK,Fresh,,
5743,,,AITKEN SPRING,SPRING,Fresh,,
5744,,,BLUE GULCH SPRING,MEADOW CREEK,Fresh,,
5745,,,LOG TROUGH SPRING,SPRINGS,Fresh,,
5746,,,MC CREA SPRING,CURLEY CREEK,Fresh,,
5747,,,DEWITT CREEK,GILLON CREEK,Fresh,,
5748,,,NORTH FORK SHINGLE CREEK,SPRINGS,Fresh,,
5749,,,TOBIN GULCH CREEK,GROUND WATER,Fresh,,
5750,,,ALUM CREEK SPRING,SNAKE RIVER,Fresh,,
5751,,,WILD COW CREEK,PARIS CREEK,Fresh,,
5752,,,THORN GULCH CREEK,SNAKE RIVER,Fresh,,
5753,,,HORSEHEAVEN SPRING,SNAKE RIVER,Fresh,,
5754,,,SIX LAKE HEAD LAKE,SNAKE RIVER,Fresh,,
5755,,,CHAPMAN CREEK,SPRINGS,Fresh,,
5756,,,REMOTE SPRING,SNAKE RIVER,Fresh,,
5757,,,SHUCK CREEK,SNAKE RIVER,Fresh,,
5758,,,PIG FOOT SPRING,SNAKE RIVER,Fresh,,
5759,,,PETER READY SPRING,SHEEP CREEK,Fresh,,
5760,,,CRAWFORD SPRING,CROSSLEY HOLLOW SPRING,Fresh,,
5761,,,FENN CABIN SPRING,SKINNER CREEK,Fresh,,
5762,,,BALDY LAKE,SPRINGS,Fresh,,
5763,,,BASIN LAKE,GROUND WATER,Fresh,,
5764,,,BERNARD LAKE,HIDDEN SPRING,Fresh,,
5765,,,ECHO LAKE,SPRING,Fresh,,
5766,,,EMERALD LAKE,UNNAMED STREAM,Fresh,,
5767,,,GEM LAKE,SHEEP CORRAL CREEK,Fresh,,
5768,,,HE DEVIL LAKE,UNNAMED STREAM,Fresh,,
5769,,,SIX LAKE BASIN LAKE,SPRINGS,Fresh,,
5770,,,LOWER SIX LAKE BASIN LAKE,CART HOLLOW SPRINGS,Fresh,,
5771,,,SHEEP LAKE,SODA CREEK,Fresh,,
5772,,,SHELF LAKE,SULPHUR CANYON CREEK,Fresh,,
5773,,,SOUTHWEST PYRAMID LAKE,SPRINGS,Fresh,,
5774,,,BARTON SPRING,FORMATION SPRING CREEK,Fresh,,
5775,,,SLIPPY CREEK,NORTH CREEK,Fresh,,
5776,,,TOWSLEY SPRING,CO-OP CREEK,Fresh,,
5777,,,ELK HORN SPRING,COPENHAGEN CANYON CREEK,Fresh,,
5778,,,KESSLER CREEK SPRING,UNNAMED STREAM,Fresh,,
5779,,,HORNER SPRINGS,SNAKE RIVER,Fresh,,
5780,,,FISH DAM SPRING,BEAR RIVER,Fresh,,
5781,,,THOMAS SPRING,BEAR RIVER,Fresh,,
5782,,,JOE SPRING,BEAR RIVER,Fresh,,
5783,,,BULL SPRINGS,BEAR RIVER,Fresh,,
5784,,,LITTLE SULPHUR CREEK,BEAR RIVER,Fresh,,
5785,,,THORN SPRING,BEAR RIVER,Fresh,,
5786,,,CAMP HOWARD SPRING,LEDGER CREEK,Fresh,,
5787,,,CEMETARY SPRING,LEDGER CREEK,Fresh,,
5788,,,ANNIE GULCH CREEK,SPRINGS,Fresh,,
5789,,,BRACKET GULCH CREEK,SPRINGS,Fresh,,
5790,,,RUNNING CREEK,STAUFFER CREEK,Fresh,,
5791,,,ZION CREEK,UNNAMED SPRING,Fresh,,
5792,,,BOYD CREEK,PARIS CREEK,Fresh,,
5793,,,INDIAN HILL SPRING,BEAR RIVER,Fresh,,
5794,,,RARE CREEK,EIGHTMILE CREEK,Fresh,,
5795,,,BIMERICK CREEK,EIGHTMILE CREEK,Fresh,,
5796,,,WAG CREEK,EIGHTMILE CREEK,Fresh,,
5797,,,PELL CREEK,EIGHTMILE CREEK,Fresh,,
5798,,,LOTTIE LAKE CREEK,EIGHTMILE CREEK,Fresh,,
5799,,,SCHWAR CREEK,EIGHTMILE CREEK,Fresh,,
5800,,,SABLE CREEK,EIGHTMILE CREEK,Fresh,,
5801,,,GREEN SADDLE SPRING,EIGHTMILE CREEK,Fresh,,
